btc_open,btc_high,btc_low,btc_close,btc_volume,btc_trade_count,btc_vwap,btc_timestamp
46765.0,49975.0,46727.34,49185.11,1035.488307,50751.0,48356.0764758609,2021-02-15
49168.5,50623.0,47800.0,49711.98,1299.085662,55997.0,49134.450058717,2021-02-16
49720.34,52644.51,49630.0,52200.0,1447.308943,62122.0,51387.1771693447,2021-02-17
52194.82,52278.77,50732.0,51506.26,1033.457996,47199.0,51582.939694832,2021-02-18
51512.1,56615.62,51487.36,55683.65,1706.062977,68586.0,54712.9769557792,2021-02-19
55691.78,57572.0,54000.0,56570.0,1134.234493,59786.0,56300.5506790763,2021-02-20
56570.0,58355.03,55156.52,55865.52,1002.137833,53708.0,56973.7596113858,2021-02-21
55894.74,56640.28,47303.68,49950.09,2826.614714,91474.0,52444.3479411674,2021-02-22
49950.08,51399.11,45000.0,50217.25,3008.961804,87743.0,48072.8337042073,2021-02-23
50211.36,51402.65,48054.15,50440.62,1427.023642,49672.0,49852.2863307269,2021-02-24
50430.78,52050.0,45297.57,45499.29,1623.067066,55787.0,48589.9018823092,2021-02-25
45499.3,48446.11,44112.21,47791.28,1253.167996,56794.0,46659.6318673615,2021-02-26
47799.99,48375.86,44239.59,44803.83,947.264824,43837.0,46329.7320871413,2021-02-27
44821.68,46999.68,43020.0,46235.25,1329.783722,40946.0,44785.2471060397,2021-02-28
46235.25,50273.12,45688.43,48703.55,1387.380036,45199.0,48610.3767690108,2021-03-01
48703.02,49745.32,47067.99,49132.93,782.046938,30823.0,48355.0734626017,2021-03-02
49146.59,52644.44,49001.58,49708.29,1503.190121,43767.0,50848.5697223988,2021-03-03
49699.49,50771.99,46256.38,47143.6,1248.700148,41360.0,48209.9219492012,2021-03-04
47155.97,49472.53,46436.91,48450.01,965.82272,30954.0,48206.513601204,2021-03-05
48481.8,49912.09,47074.63,49364.28,636.939124,23429.0,48629.7984624976,2021-03-06
49364.28,51831.9,49091.4,50807.58,845.934967,30972.0,50718.5548226538,2021-03-07
50800.02,54421.44,49329.8,54281.56,1007.561091,35670.0,52008.9096685571,2021-03-08
54254.01,55835.43,53038.45,53657.62,1145.798874,39495.0,54323.5325882784,2021-03-09
53674.83,57418.6,53536.53,55241.5,1038.171332,43219.0,56065.6760280092,2021-03-10
55241.5,58172.9,54275.5,57182.06,991.725718,39534.0,56922.2464984086,2021-03-11
57166.16,57737.63,55051.0,56764.86,843.906824,32803.0,56631.3602133575,2021-03-12
56745.29,61790.24,56497.11,61027.96,1037.456482,45248.0,60101.9297916888,2021-03-13
61000.01,61082.89,58658.03,59765.08,759.19615,34231.0,59951.2311075709,2021-03-14
59734.18,59930.47,53223.0,54406.38,1684.637332,64312.0,55982.4613896178,2021-03-15
54398.29,57189.78,53550.0,55583.84,878.705334,49147.0,55660.7958796642,2021-03-16
55566.58,59555.0,54111.95,58814.92,1082.85383,56244.0,57148.6436032525,2021-03-17
58818.6,60099.0,56240.5,57882.46,798.5158,45154.0,58182.1497842653,2021-03-18
57882.45,59455.07,57489.99,58232.18,592.509607,35256.0,58592.8316826119,2021-03-19
58215.62,59944.61,56754.44,56933.15,563.571496,34280.0,58619.6138118612,2021-03-20
56900.18,58146.89,55509.0,57600.0,598.563919,38049.0,56997.4287186087,2021-03-21
57600.0,58427.14,53707.5,54424.88,1014.364672,50967.0,55589.5339438885,2021-03-22
54424.02,55839.36,53000.0,54101.73,942.099039,42132.0,54538.0283464136,2021-03-23
54119.51,57190.63,51500.27,52253.12,1324.833236,59897.0,54208.8498236584,2021-03-24
52247.21,53231.67,50411.0,52709.82,1166.755824,51657.0,51844.2365323277,2021-03-25
52713.85,55582.55,52413.1,55010.74,947.150454,38461.0,53881.603186394,2021-03-26
54985.38,56610.0,53962.32,56262.79,624.446485,30004.0,55539.4585973985,2021-03-27
56269.39,56526.55,54698.57,55309.43,468.542315,27381.0,55595.089943668,2021-03-28
55294.61,58400.0,54900.7,57550.48,850.558602,40527.0,57382.8412339559,2021-03-29
57550.47,59405.87,57360.29,58758.08,589.789997,32480.0,58757.8723923452,2021-03-30
58758.0,59817.86,56800.0,58895.03,903.132496,41245.0,58673.580213236,2021-03-31
58895.5,60250.0,57908.54,59537.23,734.952428,39904.0,58980.0395847376,2021-04-01
59549.26,59719.33,58440.32,59401.97,469.544635,28460.0,59193.041177029,2021-04-02
59401.97,59796.56,56382.48,57579.19,765.320142,36330.0,57987.4174318318,2021-04-03
57575.46,58508.0,57058.82,57310.41,431.529377,24448.0,57843.0474423787,2021-04-04
57310.2,59499.0,56819.12,58807.07,618.376235,32945.0,58521.102992212,2021-04-05
58807.07,59000.0,57215.98,57637.49,720.147641,39888.0,58013.6719348533,2021-04-06
57646.46,58629.96,55437.11,56907.02,1478.267739,58616.0,56613.783071826,2021-04-07
56903.0,58400.0,56349.51,58193.36,617.531782,34513.0,57600.0586868357,2021-04-08
58193.36,61171.56,57647.49,61010.95,848.30995,41227.0,58883.4831819736,2021-04-09
61010.95,61250.0,58301.85,59868.55,876.234976,40666.0,60063.990386909,2021-04-10
59861.83,60568.65,59160.77,60051.19,498.996196,29347.0,59751.4238166618,2021-04-11
60079.24,61210.99,59362.91,60517.63,969.46444,44072.0,60263.121956336,2021-04-12
60560.18,64293.06,60422.3,64286.05,1360.040619,67025.0,62772.4087401794,2021-04-13
64286.05,64967.23,61208.0,62965.16,1623.438848,69977.0,63098.5416609551,2021-04-14
62965.16,63866.3,61627.36,61695.13,840.557082,53260.0,62853.4823672693,2021-04-15
61711.46,62561.4,60062.94,62271.48,1349.795389,72080.0,61460.5015140809,2021-04-16
62269.52,62500.0,51722.01,55000.0,1772.171548,83598.0,58035.2438698969,2021-04-17
55000.0,57401.64,53150.39,57052.0,2484.20005,96172.0,55443.8066456326,2021-04-18
57052.0,57600.0,53520.66,55319.44,2420.555737,88292.0,55529.4379322257,2021-04-19
55320.0,57117.1,53415.7,55431.8,2014.26823,85035.0,55753.2275976146,2021-04-20
55431.79,56379.97,52600.0,54266.55,1701.800968,83303.0,54726.7806786391,2021-04-21
54276.69,55459.57,48500.0,49147.47,2739.831835,111778.0,52294.1996076741,2021-04-22
49132.2,51366.08,47475.0,50480.93,1910.420791,89916.0,49688.6340006587,2021-04-23
50473.23,51079.24,48721.97,49656.48,1016.284477,51532.0,50001.4303284686,2021-04-24
49679.19,52801.01,47011.0,52347.01,1843.711059,79643.0,49743.1428558145,2021-04-25
52364.01,54413.68,52129.54,53527.55,1310.491523,63501.0,53520.820091867,2021-04-26
53528.84,55781.09,53489.22,54881.73,990.784933,63410.0,54929.9353743315,2021-04-27
54886.13,56491.0,53580.0,53607.03,916.780184,58370.0,54770.5533093085,2021-04-28
53607.03,54748.49,52352.95,54179.29,871.856003,52777.0,53557.2074492597,2021-04-29
54176.58,58526.98,53954.85,58141.4,1312.256321,69901.0,56745.0743360366,2021-04-30
58118.48,58472.0,56231.63,56948.84,581.582432,44066.0,57534.2231985499,2021-05-01
56948.96,58316.94,56084.56,57846.84,683.703283,42949.0,57005.7195239867,2021-05-02
57852.4,58978.28,54687.64,55860.24,1230.697383,69971.0,57065.198058138,2021-05-03
55860.7,56649.91,52946.9,54545.41,1585.145509,90988.0,54800.189209954,2021-05-04
54565.1,57997.16,53965.2,57011.83,1390.516232,84915.0,56614.7086094667,2021-05-05
57016.22,58431.01,55263.11,55871.7,1296.601255,80837.0,56604.6111480314,2021-05-06
55860.64,58719.85,55624.46,58118.42,1137.77739,82535.0,57435.0300465292,2021-05-07
58118.42,59549.79,57548.69,58202.85,1478.502303,74346.0,58729.6429174718,2021-05-08
58196.56,59586.81,56272.77,59240.0,937.35951,60839.0,57952.4804152987,2021-05-09
59240.0,59500.0,53617.27,55374.76,1791.919874,95324.0,56488.8993197797,2021-05-10
55385.29,58043.47,54655.65,57414.82,905.824264,62503.0,56276.2705813176,2021-05-11
57421.48,57564.84,46302.22,50514.88,2870.355314,130452.0,52092.7376776479,2021-05-12
50491.12,51413.21,47017.23,49222.32,2757.745797,113807.0,49358.725895436,2021-05-13
49254.58,51566.38,48925.0,49367.79,1327.351552,73078.0,50250.7151238531,2021-05-14
49355.88,49777.45,46499.0,48101.33,1447.561285,88475.0,48158.7432861909,2021-05-15
48099.99,49788.77,42200.0,43584.9,2957.116291,123002.0,45746.4511526523,2021-05-16
43584.77,45822.27,42136.12,45358.15,2801.327096,131985.0,44032.5822384528,2021-05-17
45361.33,45836.18,38500.0,39310.0,3200.405284,124809.0,42182.4982711498,2021-05-18
39302.06,40767.57,30125.0,39477.17,6907.211148,218854.0,37466.5854275355,2021-05-19
39475.19,42529.81,38209.65,40018.57,3879.508331,161203.0,40587.8775011455,2021-05-20
40020.27,41772.79,33511.02,36349.98,4944.887341,160455.0,37542.5971935797,2021-05-21
36347.23,38871.0,35262.75,37226.41,2630.089345,121041.0,37538.0958005395,2021-05-22
37231.65,37352.79,31120.0,34935.48,5220.765007,150788.0,34088.7875450339,2021-05-23
34926.53,39987.11,34822.07,38402.96,3213.149693,148603.0,37851.7281045631,2021-05-24
38426.0,39729.52,36497.88,39440.94,2286.924128,119471.0,38061.7223553747,2021-05-25
39427.86,40878.61,37195.49,37780.18,2768.343992,111576.0,39039.2451946449,2021-05-26
37788.05,40425.27,37292.94,37367.39,2137.787424,94227.0,38844.0893913513,2021-05-27
37357.7,37600.88,34711.85,35735.61,3810.201591,132806.0,36143.8405998229,2021-05-28
35728.19,37307.84,33428.38,34754.31,3191.975308,119590.0,34761.0924263192,2021-05-29
34754.28,36526.68,34185.6,34487.56,1761.283682,77255.0,35559.5395262053,2021-05-30
34491.04,37900.0,34221.83,36754.85,2145.896753,79510.0,36712.7813358267,2021-05-31
36750.0,37450.97,35670.68,36666.77,3094.346908,89028.0,36339.3925854322,2021-06-01
36678.26,38222.0,36505.63,37973.25,1781.622481,58592.0,37538.9872558333,2021-06-02
37973.25,39490.3,37400.0,37579.0,1986.222314,64035.0,38569.1688925318,2021-06-03
37586.89,37858.0,35609.12,37694.07,2597.909546,72777.0,36844.1608601839,2021-06-04
37709.89,37917.26,34835.06,36094.66,2798.257444,72079.0,36060.9683442298,2021-06-05
36097.28,36804.71,35236.52,36277.14,1712.577684,52019.0,36057.6962711056,2021-06-06
36268.2,36793.97,32401.72,32873.35,2435.715493,80289.0,34591.3743804693,2021-06-07
32873.35,33874.25,31028.34,33000.0,2434.238152,89556.0,32597.827771553,2021-06-08
32993.19,37680.0,32929.29,36818.72,3117.079182,105575.0,35972.5733686997,2021-06-09
36816.2,38441.05,35819.93,37056.87,2620.516893,94976.0,36954.1361884339,2021-06-10
37073.51,37682.4,35114.74,35244.76,2065.59778,78740.0,36811.4399166636,2021-06-11
35242.58,36217.06,34633.01,35200.54,1237.701681,56478.0,35521.8571116102,2021-06-12
35185.5,39844.0,34837.2,39283.89,1910.387904,71308.0,37964.6825960571,2021-06-13
39280.87,41050.92,38871.26,40522.49,2129.810934,76417.0,40101.542050236,2021-06-14
40524.04,41391.73,39546.46,40291.7,1686.877036,63150.0,40237.5136364303,2021-06-15
40305.53,40562.89,38111.0,38825.69,1841.063495,66437.0,38935.621571983,2021-06-16
38812.01,39546.92,37212.48,37936.56,1975.898847,73402.0,38204.2663750622,2021-06-17
37941.58,38116.68,34842.44,35199.43,2310.296678,87460.0,36213.397716148,2021-06-18
35205.35,36457.37,35133.34,35808.19,1727.799626,82696.0,35733.6236153487,2021-06-19
35806.71,36121.12,33343.97,34235.0,2257.007939,84982.0,34696.590792778,2021-06-20
34235.0,34554.62,31139.62,32637.33,4929.400458,128507.0,32538.3208830371,2021-06-21
32607.83,34393.19,28810.0,33822.39,5373.792731,102194.0,31674.4630464843,2021-06-22
33820.24,34835.26,32326.88,32550.98,2555.081469,87708.0,33588.6126404939,2021-06-23
32554.17,35500.0,32483.11,34768.44,1908.997015,65912.0,34331.3597483249,2021-06-24
34774.43,34884.6,31281.58,32352.11,2718.322078,102219.0,32491.9611218758,2021-06-25
32349.27,33330.27,30167.0,33166.36,2823.927711,107573.0,31563.5152345827,2021-06-26
33166.45,34984.97,32373.59,34361.9,1949.328076,73027.0,33536.2906115982,2021-06-27
34363.04,35300.0,33800.33,34864.02,1727.789541,67848.0,34546.9026685651,2021-06-28
34882.67,36625.0,34564.36,34751.43,1830.97139,69463.0,35749.1895568098,2021-06-29
34754.82,35339.57,34051.91,34335.13,1615.277597,63529.0,34712.1596421561,2021-06-30
34342.77,34467.52,32676.72,33146.55,1886.406823,65565.0,33414.5722574001,2021-07-01
33151.23,33914.18,32705.88,33665.62,1453.150917,50689.0,33358.6800292535,2021-07-02
33680.79,34954.45,33593.6,34776.65,957.074248,38295.0,34544.7409054024,2021-07-03
34770.74,35961.06,34038.61,34209.85,1081.102486,41564.0,35175.275475471,2021-07-04
34208.9,34796.71,33139.82,34667.26,1143.564718,45776.0,33909.5181024887,2021-07-05
34677.74,35130.98,33526.73,34722.6,1246.636578,51207.0,34157.1373767554,2021-07-06
34726.99,35067.69,33058.86,33318.67,1033.147574,42913.0,34067.5751342028,2021-07-07
33316.04,33520.14,32102.02,33036.69,1365.608107,55233.0,32758.6344291148,2021-07-08
33031.03,34259.55,32621.23,33657.03,909.06038,39233.0,33502.9872650696,2021-07-09
33648.1,34190.08,33027.45,33459.62,601.341591,26721.0,33598.0646409235,2021-07-10
33466.51,34675.25,33374.43,34297.75,704.534984,30874.0,34121.6382697755,2021-07-11
34305.66,34500.39,32662.27,33118.06,1277.919274,56280.0,33291.4820674379,2021-07-12
33120.36,33343.92,31661.69,31942.22,1216.904936,58507.0,32526.0196066289,2021-07-13
31942.22,33184.29,31577.13,32652.52,918.187402,43646.0,32575.379725149,2021-07-14
32663.45,32663.45,31142.56,31913.04,1078.608129,62578.0,31796.9834818055,2021-07-15
31914.64,32274.48,31025.01,31395.9,985.364098,59764.0,31708.1318138752,2021-07-16
31394.87,32430.32,31264.27,32086.33,789.626368,42933.0,31826.4104354932,2021-07-17
32093.33,32140.16,31143.03,31745.48,719.037274,36250.0,31625.9976350587,2021-07-18
31759.93,31899.98,29509.14,29667.11,1337.03087,61933.0,30619.9394186298,2021-07-19
29666.06,30803.64,29295.61,30697.42,1234.390943,65743.0,29817.545488124,2021-07-20
30698.54,32853.53,30559.5,32058.49,1685.076659,50437.0,31781.2266958398,2021-07-21
32062.68,32794.53,31727.19,32690.24,844.580569,25429.0,32243.8730338571,2021-07-22
32689.1,33855.04,31999.99,33708.83,891.55826,28135.0,32877.3683162584,2021-07-23
33724.86,34518.0,33562.5,34383.22,889.658537,28590.0,34036.2454764946,2021-07-24
34391.59,39764.32,33883.79,38295.07,2017.955086,49688.0,36747.0428336927,2021-07-25
38300.0,40567.3,36413.49,36977.92,3974.819824,83940.0,38129.8242712849,2021-07-26
36976.07,40354.91,36911.68,39696.1,3334.746042,78649.0,38558.9391084499,2021-07-27
39695.13,40917.92,38810.1,39992.64,3374.14022,86675.0,39902.6834951554,2021-07-28
39985.43,40650.0,39408.92,39818.53,1436.873181,42458.0,39942.0296648924,2021-07-29
39818.53,42416.99,38342.35,41831.83,2242.883349,57759.0,40517.1798063173,2021-07-30
41832.57,42610.97,41067.5,42067.31,1403.424506,40338.0,41681.3617267435,2021-07-31
42074.92,42169.58,39250.0,39669.64,1934.850029,47595.0,40713.5186771138,2021-08-01
39665.94,40464.42,38235.34,38327.39,1778.830348,44321.0,39319.5284686837,2021-08-02
38320.88,38805.06,37620.0,37951.49,2061.853402,50757.0,38208.5904562039,2021-08-03
37958.74,39969.15,37502.0,39357.93,2386.514786,56872.0,39068.4861983541,2021-08-04
39354.17,41414.61,37326.25,40168.01,3598.240831,78479.0,39416.0573542522,2021-08-05
40168.01,43954.66,40131.21,43319.48,2524.008284,68081.0,42314.2949887727,2021-08-06
43327.36,44814.67,42472.2,44373.84,2486.366718,68605.0,43791.7249548688,2021-08-07
44374.68,45354.0,42812.33,43610.33,2977.230434,74992.0,44037.5214084229,2021-08-08
43606.1,46740.0,43293.79,45474.1,2213.606631,70657.0,45579.3570128881,2021-08-09
45463.81,46174.98,44652.99,45624.73,1513.594201,56274.0,45501.3785706024,2021-08-10
45651.16,46775.48,45405.0,45603.91,1657.3512,59105.0,46129.0035888825,2021-08-11
45603.79,45672.22,43800.0,45276.56,2124.586659,59803.0,44673.0350132685,2021-08-12
45267.6,47911.11,45140.06,47485.85,1344.073457,50463.0,46793.0175359269,2021-08-13
47485.82,48177.53,46039.08,46747.58,1477.087859,50718.0,46895.4879192403,2021-08-14
46750.0,48063.64,45507.26,47426.45,1789.694345,58463.0,46670.6362070038,2021-08-15
47426.45,47749.09,45250.0,46394.91,1692.403875,64949.0,46439.1115463166,2021-08-16
46391.41,47165.97,44200.0,45082.78,1947.147594,87228.0,45504.8660885169,2021-08-17
45075.78,46025.46,43940.12,44133.99,1449.488259,73449.0,45026.8501812822,2021-08-18
44142.09,47401.35,44045.95,47100.85,1512.174513,70746.0,45939.5977059922,2021-08-19
47099.06,49421.07,46713.13,48649.63,1599.208109,68923.0,48313.2624008608,2021-08-20
48650.81,49830.18,48280.0,49162.91,1158.872682,57685.0,49068.2113301006,2021-08-21
49150.36,50427.43,48043.66,50336.36,1256.831348,53600.0,49287.0497104444,2021-08-22
50343.54,50551.66,48785.5,49498.28,954.577177,43605.0,49682.7373280673,2021-08-23
49498.28,49875.73,47601.0,48017.23,1189.374031,57782.0,48473.1792098493,2021-08-24
48014.12,49399.74,47131.39,47883.51,1140.927469,59227.0,48281.6207822969,2021-08-25
47881.44,48057.45,46300.0,46929.71,1513.295697,67497.0,47021.2380084338,2021-08-26
46926.8,49315.0,46863.45,48987.24,1004.897554,49857.0,48177.0637029759,2021-08-27
48982.89,49666.66,47800.0,48187.85,775.085981,40810.0,48811.0795728986,2021-08-28
48183.72,49412.15,47771.68,47894.73,754.02074,40360.0,48556.4715723534,2021-08-29
47882.13,48719.9,46707.65,47070.0,1114.558906,48768.0,47678.7524726764,2021-08-30
47070.69,48276.66,46539.06,47158.98,1082.846554,54291.0,47298.987978607,2021-08-31
47171.91,49900.0,47111.12,49400.24,1366.150934,60156.0,48458.4336728343,2021-09-01
49396.62,50380.0,48360.0,49721.04,1327.109976,60699.0,49510.3835298914,2021-09-02
49724.08,51056.86,49228.0,50345.73,1395.091498,59269.0,50220.2998742426,2021-09-03
50353.24,50551.31,49404.0,49857.97,698.145572,34929.0,49980.622688109,2021-09-04
49857.97,51968.84,49483.6,51710.42,926.515447,42656.0,50970.8105875425,2021-09-05
51710.42,52948.52,51018.35,52539.77,1022.978606,48692.0,52039.5914633739,2021-09-06
52538.93,52746.79,42600.0,46442.54,2940.933084,123924.0,48274.7665201807,2021-09-07
46458.48,46869.0,44423.0,46170.2,1562.693406,81920.0,45994.8272568236,2021-09-08
46173.21,47395.22,45630.0,46577.05,1360.36124,64926.0,46590.3411685672,2021-09-09
46563.07,46753.56,44129.75,45308.72,1407.648332,68073.0,45478.1256072813,2021-09-10
45306.08,45998.0,44750.0,45345.58,702.8172,42707.0,45338.4821353244,2021-09-11
45349.24,46465.51,44491.52,44728.45,1102.391708,53147.0,45546.0838151067,2021-09-12
44720.64,46902.02,43439.74,45105.71,1841.564714,72086.0,44792.8596899029,2021-09-13
45098.64,47491.92,45060.48,46880.87,1300.613105,52732.0,46564.8949253971,2021-09-14
46882.16,48500.0,46711.02,48304.94,1057.020893,47040.0,47823.8937082344,2021-09-15
48302.43,48502.76,47023.27,48098.98,839.723717,37707.0,47765.6050571007,2021-09-16
48088.39,48343.57,46750.0,48337.13,1210.549541,45368.0,47448.92739511,2021-09-17
48337.13,48820.08,47603.01,47861.08,1035.118777,38491.0,48293.6441027718,2021-09-18
47849.09,48343.12,45156.84,45660.89,1284.04755,45769.0,46876.7600708111,2021-09-19
45650.97,45838.04,40121.0,42417.16,4513.037096,116143.0,43445.6833612641,2021-09-20
42422.87,43636.36,39587.55,41903.07,2372.735725,91108.0,41883.1544916921,2021-09-21
41906.25,44311.0,41840.82,44062.74,1359.502874,58057.0,43246.9959724007,2021-09-22
44053.15,45020.0,43391.77,44291.33,1915.934455,57372.0,44264.5540453084,2021-09-23
44280.24,45169.49,40716.77,42723.34,1971.201723,71107.0,42517.4360673738,2021-09-24
42726.6,42986.56,41668.63,42241.87,1307.455202,41376.0,42464.392515413,2021-09-25
42264.7,44370.51,40192.16,44025.85,1176.872245,47901.0,42875.886566086,2021-09-26
44025.85,44262.63,41959.94,42638.97,1193.949276,52390.0,43129.946236028,2021-09-27
42647.96,42732.05,40758.73,42261.0,1745.843361,62948.0,41827.5103503793,2021-09-28
42253.43,43825.92,40886.31,43503.35,1145.716715,40274.0,41863.0917735122,2021-09-29
43550.68,44114.34,42726.79,43628.74,1261.948895,56628.0,43444.1488439167,2021-09-30
43626.8,48483.69,43526.85,47597.4,1644.304735,87313.0,47041.7825334526,2021-10-01
47597.98,48356.54,47107.03,47910.16,638.63734,47329.0,47828.4702580902,2021-10-02
47910.16,49242.66,47260.0,47777.43,736.988554,53955.0,48213.720553095,2021-10-03
47779.77,49789.81,46920.85,49179.24,1063.575576,74057.0,48592.9112391714,2021-10-04
49179.24,51917.0,49149.03,51344.28,1195.2431,73774.0,50636.5661115822,2021-10-05
51339.12,55777.52,50417.56,55090.3,2493.398404,104685.0,54137.5642865665,2021-10-06
55084.71,55084.71,53391.37,53904.9,1365.922668,51905.0,54144.873641546,2021-10-07
53880.6,56101.49,53644.06,54697.44,1045.525108,57428.0,54627.7709232409,2021-10-08
54697.44,56000.0,54115.77,55856.35,528.133516,36380.0,54973.1830431157,2021-10-09
55874.96,56760.41,54366.76,56485.98,882.133359,53176.0,55443.7764998967,2021-10-10
56487.3,57841.26,55866.31,56978.24,1012.993764,58638.0,57046.5833343695,2021-10-11
56989.94,57687.0,53898.54,56088.46,1352.298727,59447.0,56061.4757865216,2021-10-12
56083.65,58570.18,54221.08,57986.27,2050.990577,69742.0,56172.7010007883,2021-10-13
58000.0,59734.99,56838.47,59604.0,1402.31208,49850.0,58008.4400151269,2021-10-14
59604.0,62900.95,58752.94,61725.36,2350.213703,74823.0,60849.9683968695,2021-10-15
61724.73,62352.09,60153.11,60905.72,943.492642,33255.0,61119.1379615608,2021-10-16
60911.56,62558.17,58908.93,62373.62,1260.489432,45148.0,60870.7417174808,2021-10-17
62361.72,62982.13,59858.58,62414.34,1707.638368,55783.0,61636.8085894527,2021-10-18
62450.0,64490.61,61358.54,64052.14,1703.929069,57145.0,63157.5468439476,2021-10-19
64050.55,66996.28,63517.23,65050.04,2148.165472,68950.0,65519.6851787523,2021-10-20
65056.48,66650.04,8200.0,63057.9,2495.290764,75315.0,59442.8812012573,2021-10-21
63072.8,63752.79,59930.21,61158.23,1589.794957,52370.0,61575.9295368772,2021-10-22
61153.25,61742.15,59650.0,60999.26,708.094922,33442.0,60994.973655652,2021-10-23
60999.83,62229.26,59520.87,62037.36,996.098546,36922.0,60757.0286493841,2021-10-24
62072.47,63706.11,61808.15,62455.03,854.653859,31145.0,62957.2163521242,2021-10-25
62441.97,63132.63,59846.56,61198.88,1309.89957,44299.0,61384.8886745428,2021-10-26
61203.35,61408.13,58063.95,58831.23,1962.644132,63835.0,58975.1996224767,2021-10-27
58825.0,62495.18,57894.73,61539.53,2308.816414,68896.0,60535.5078271344,2021-10-28
61500.0,62960.12,60367.19,61491.34,1265.73011,46983.0,61687.8674524347,2021-10-29
61467.94,62423.0,60750.0,61440.6,942.464168,36586.0,61616.8054888412,2021-10-30
61429.14,61782.93,59469.05,60538.0,1237.457521,40516.0,60662.4966290738,2021-10-31
